return_id,transaction_id,merchant_id,customer_id,return_requested_timestamp,return_reason,days_after_delivery,item_condition,return_approved,refund_issued,refund_delay_days,return_outcome
RET0009586,TXN0072944,M000339,C000010,2025-10-26 14:51:52,late_delivery,12,unopened,1,1,2.0,full_refund
RET0009587,TXN0072945,M000027,C000006,2025-10-26 14:55:12,changed_mind,12,opened,1,1,4.0,full_refund
RET0009588,TXN0072955,M000190,C000032,2025-10-25 15:18:17,late_delivery,11,opened,1,1,2.0,full_refund
RET0009589,TXN0072957,M000287,C000087,2025-10-17 15:19:26,wrong_item,3,unopened,1,1,4.0,full_refund
RET0009590,TXN0072984,M000037,C000007,2025-10-21 16:54:30,other,7,damaged,0,0,,rejected
RET0009591,TXN0072990,M000174,C000008,2025-10-21 17:03:36,size_issue,7,damaged,0,0,,rejected
RET0009592,TXN0073001,M000085,C000006,2025-10-26 17:17:47,late_delivery,12,missing_tags,0,0,,rejected
RET0009593,TXN0073010,M000214,C000005,2025-10-21 17:34:49,wrong_item,7,opened,1,1,2.0,full_refund
RET0009594,TXN0073021,M000037,C000003,2025-10-18 18:06:29,changed_mind,4,unopened,1,1,4.0,full_refund
RET0009595,TXN0073033,M000061,C000066,2025-10-18 18:28:35,wrong_item,4,opened,1,1,5.0,full_refund
RET0009596,TXN0073039,M000020,C000022,2025-10-16 18:31:27,changed_mind,2,unopened,1,1,6.0,full_refund
RET0009597,TXN0073046,M000002,C000013,2025-10-24 19:14:34,damaged_item,10,unopened,1,1,5.0,full_refund
RET0009598,TXN0073052,M000019,C000002,2025-10-19 19:27:05,size_issue,5,unopened,1,1,5.0,full_refund
RET0009599,TXN0073062,M000228,C000069,2025-10-25 19:47:57,not_as_described,11,unopened,1,1,2.0,full_refund
RET0009600,TXN0073068,M000210,C000047,2025-10-27 20:14:26,changed_mind,13,unopened,1,1,4.0,full_refund
RET0009601,TXN0073079,M000363,C000033,2025-10-18 21:41:51,wrong_item,4,unopened,0,0,,rejected
RET0009602,TXN0073085,M000196,C000011,2025-10-16 22:05:37,quality_issue,2,missing_tags,0,0,,rejected
RET0009603,TXN0073092,M000247,C000028,2025-10-18 22:28:30,damaged_item,4,missing_tags,0,0,,rejected
RET0009604,TXN0073094,M000319,C000020,2025-10-26 22:32:29,changed_mind,12,unopened,0,0,,rejected
RET0009605,TXN0073112,M000317,C000054,2025-10-23 23:50:41,changed_mind,9,opened,0,0,,rejected
RET0009606,TXN0073127,M000195,C000042,2025-10-22 05:06:50,quality_issue,7,damaged,0,0,,rejected
RET0009607,TXN0073141,M000287,C000024,2025-10-16 07:09:23,other,1,missing_tags,0,0,,rejected
RET0009608,TXN0073146,M000112,C000032,2025-10-21 07:27:59,wrong_item,6,opened,1,1,6.0,full_refund
RET0009609,TXN0073175,M000298,C000065,2025-10-23 09:09:06,wrong_item,8,opened,1,1,4.0,full_refund
RET0009610,TXN0073179,M000225,C000016,2025-10-19 09:16:40,size_issue,4,opened,1,1,1.0,full_refund
RET0009611,TXN0073190,M000098,C000022,2025-10-28 09:47:05,late_delivery,13,opened,1,1,2.0,full_refund
RET0009612,TXN0073191,M000154,C000036,2025-10-27 09:47:45,late_delivery,12,missing_tags,0,0,,rejected
RET0009613,TXN0073195,M000283,C000003,2025-10-20 10:01:40,quality_issue,5,missing_tags,0,0,,rejected
RET0009614,TXN0073211,M000235,C000010,2025-10-16 10:40:20,size_issue,1,damaged,0,0,,rejected
RET0009615,TXN0073220,M000380,C000006,2025-10-18 11:13:08,size_issue,3,unopened,1,1,3.0,full_refund
RET0009616,TXN0073228,M000154,C000025,2025-10-26 11:29:00,late_delivery,11,opened,1,1,2.0,full_refund
RET0009617,TXN0073230,M000395,C000001,2025-10-24 11:31:19,other,9,opened,1,1,1.0,full_refund
RET0009618,TXN0073241,M000019,C000074,2025-10-20 12:06:35,late_delivery,5,unopened,1,1,5.0,full_refund
RET0009619,TXN0073246,M000217,C000023,2025-10-18 12:23:24,size_issue,3,damaged,0,0,,rejected
RET0009620,TXN0073253,M000283,C000021,2025-10-18 12:45:26,size_issue,3,opened,0,0,,rejected
RET0009621,TXN0073255,M000154,C000055,2025-10-21 12:54:16,changed_mind,6,damaged,0,0,,rejected
RET0009622,TXN0073257,M000019,C000005,2025-10-25 13:03:09,wrong_item,10,opened,1,1,5.0,full_refund
RET0009623,TXN0073266,M000152,C000006,2025-10-16 13:30:11,size_issue,1,missing_tags,0,0,,rejected
RET0009624,TXN0073272,M000251,C000002,2025-10-27 13:59:46,size_issue,12,damaged,0,0,,rejected
RET0009625,TXN0073286,M000226,C000040,2025-10-23 14:51:01,late_delivery,8,missing_tags,0,0,,rejected
RET0009626,TXN0073293,M000007,C000087,2025-10-21 15:19:11,not_as_described,6,unopened,1,1,5.0,full_refund
RET0009627,TXN0073301,M000079,C000004,2025-10-23 15:52:12,wrong_item,8,damaged,0,0,,rejected
RET0009628,TXN0073312,M000086,C000056,2025-10-26 16:37:09,size_issue,11,missing_tags,0,0,,rejected
RET0009629,TXN0073330,M000380,C000068,2025-10-27 18:03:17,quality_issue,12,damaged,0,0,,rejected
RET0009630,TXN0073338,M000398,C000011,2025-10-16 18:30:48,size_issue,1,damaged,0,0,,rejected
RET0009631,TXN0073339,M000252,C000120,2025-10-24 18:33:21,quality_issue,9,unopened,1,1,2.0,full_refund
RET0009632,TXN0073341,M000224,C000034,2025-10-23 18:36:39,other,8,missing_tags,0,0,,rejected
RET0009633,TXN0073346,M000195,C000007,2025-10-24 18:50:35,size_issue,9,opened,1,1,4.0,full_refund
RET0009634,TXN0073357,M000330,C000024,2025-10-17 19:11:58,size_issue,2,unopened,1,1,1.0,full_refund
RET0009635,TXN0073359,M000392,C000015,2025-10-28 19:13:18,damaged_item,13,unopened,1,1,5.0,full_refund
RET0009636,TXN0073360,M000366,C000011,2025-10-26 19:13:37,damaged_item,11,damaged,0,0,,rejected
RET0009637,TXN0073366,M000224,C000004,2025-10-20 19:28:04,size_issue,5,damaged,0,0,,rejected
RET0009638,TXN0073367,M000363,C000086,2025-10-28 19:33:56,changed_mind,13,opened,0,0,,rejected
RET0009639,TXN0073373,M000150,C000015,2025-10-16 19:54:14,size_issue,1,missing_tags,0,0,,rejected
RET0009640,TXN0073377,M000237,C000007,2025-10-19 20:03:36,wrong_item,4,unopened,1,1,3.0,full_refund
RET0009641,TXN0073381,M000103,C000064,2025-10-21 20:17:13,quality_issue,6,unopened,1,1,4.0,full_refund
RET0009642,TXN0073384,M000287,C000097,2025-10-16 20:18:06,size_issue,1,damaged,0,0,,rejected
RET0009643,TXN0073389,M000096,C000031,2025-10-18 20:33:56,late_delivery,3,opened,0,0,,rejected
RET0009644,TXN0073392,M000019,C000073,2025-10-17 20:37:59,late_delivery,2,damaged,0,0,,rejected
RET0009645,TXN0073393,M000393,C000080,2025-10-16 20:38:37,wrong_item,1,unopened,1,1,4.0,full_refund
RET0009646,TXN0073394,M000252,C000027,2025-10-20 20:40:18,late_delivery,5,damaged,0,0,,rejected
RET0009647,TXN0073411,M000024,C000005,2025-10-24 22:20:07,changed_mind,9,opened,1,1,5.0,full_refund
RET0009648,TXN0073437,M000023,C000002,2025-10-20 01:07:49,size_issue,4,unopened,1,1,6.0,full_refund
RET0009649,TXN0073439,M000330,C000011,2025-10-24 01:16:55,size_issue,8,unopened,1,1,1.0,full_refund
RET0009650,TXN0073440,M000058,C000015,2025-10-27 01:28:17,not_as_described,11,opened,1,1,1.0,full_refund
RET0009651,TXN0073442,M000061,C000039,2025-10-20 01:43:09,size_issue,4,damaged,0,0,,rejected
RET0009652,TXN0073448,M000388,C000009,2025-10-17 03:46:05,changed_mind,1,opened,1,1,4.0,full_refund
RET0009653,TXN0073452,M000228,C000042,2025-10-25 05:12:09,not_as_described,9,damaged,0,0,,rejected
RET0009654,TXN0073456,M000387,C000008,2025-10-21 05:52:58,wrong_item,5,opened,1,1,3.0,full_refund
RET0009655,TXN0073458,M000017,C000014,2025-10-23 06:10:51,size_issue,7,missing_tags,0,0,,rejected
RET0009656,TXN0073460,M000185,C000006,2025-10-17 06:12:57,size_issue,1,missing_tags,0,0,,rejected
RET0009657,TXN0073466,M000343,C000049,2025-10-20 06:59:30,not_as_described,4,missing_tags,0,0,,rejected
RET0009658,TXN0073471,M000181,C000019,2025-10-20 07:34:45,size_issue,4,opened,0,0,,rejected
RET0009659,TXN0073475,M000269,C000077,2025-10-28 07:43:05,changed_mind,12,unopened,1,1,3.0,full_refund
RET0009660,TXN0073482,M000244,C000045,2025-10-21 08:01:38,wrong_item,5,missing_tags,0,0,,rejected
RET0009661,TXN0073497,M000244,C000086,2025-10-24 08:36:33,size_issue,8,damaged,0,0,,rejected
RET0009662,TXN0073500,M000225,C000005,2025-10-17 08:44:58,changed_mind,1,unopened,1,1,1.0,full_refund
RET0009663,TXN0073501,M000310,C000068,2025-10-29 08:46:27,size_issue,13,missing_tags,0,0,,rejected
RET0009664,TXN0073502,M000203,C000012,2025-10-23 08:48:12,changed_mind,7,unopened,1,1,5.0,full_refund
RET0009665,TXN0073509,M000376,C000005,2025-10-27 09:04:57,other,11,missing_tags,0,0,,rejected
RET0009666,TXN0073516,M000366,C000014,2025-10-26 09:23:12,quality_issue,10,unopened,1,1,2.0,full_refund
RET0009667,TXN0073525,M000156,C000039,2025-10-19 09:41:44,wrong_item,3,opened,0,0,,rejected
RET0009668,TXN0073528,M000185,C000067,2025-10-29 09:53:12,size_issue,13,unopened,1,1,6.0,full_refund
RET0009669,TXN0073532,M000106,C000002,2025-10-23 10:15:12,wrong_item,7,opened,1,1,6.0,full_refund
RET0009670,TXN0073557,M000282,C000005,2025-10-21 11:09:44,size_issue,5,missing_tags,0,0,,rejected
RET0009671,TXN0073559,M000283,C000011,2025-10-26 11:13:37,late_delivery,10,opened,1,1,6.0,full_refund
RET0009672,TXN0073565,M000047,C000055,2025-10-24 11:25:22,other,8,opened,1,1,5.0,full_refund
RET0009673,TXN0073598,M000244,C000096,2025-10-19 13:19:14,wrong_item,3,opened,1,1,2.0,full_refund
RET0009674,TXN0073603,M000255,C000023,2025-10-23 13:31:16,wrong_item,7,unopened,1,1,6.0,full_refund
RET0009675,TXN0073614,M000363,C000021,2025-10-26 14:24:51,not_as_described,10,unopened,1,1,2.0,full_refund
RET0009676,TXN0073616,M000144,C000011,2025-10-24 14:30:52,size_issue,8,missing_tags,0,0,,rejected
RET0009677,TXN0073618,M000361,C000042,2025-10-24 14:37:08,size_issue,8,missing_tags,0,0,,rejected
RET0009678,TXN0073635,M000007,C000108,2025-10-19 15:33:53,size_issue,3,opened,0,0,,rejected
RET0009679,TXN0073644,M000015,C000037,2025-10-21 16:18:42,size_issue,5,missing_tags,0,0,,rejected
RET0009680,TXN0073655,M000196,C000041,2025-10-17 16:41:16,size_issue,1,unopened,1,1,6.0,full_refund
RET0009681,TXN0073658,M000395,C000051,2025-10-22 16:54:01,size_issue,6,unopened,1,1,1.0,full_refund
RET0009682,TXN0073688,M000019,C000028,2025-10-25 17:42:31,wrong_item,9,opened,0,0,,rejected
RET0009683,TXN0073691,M000342,C000040,2025-10-26 17:55:34,late_delivery,10,missing_tags,0,0,,rejected
RET0009684,TXN0073701,M000107,C000014,2025-10-23 18:27:08,changed_mind,7,unopened,1,1,1.0,full_refund
RET0009685,TXN0073710,M000287,C000126,2025-10-22 18:45:40,size_issue,6,damaged,0,0,,rejected
RET0009686,TXN0073737,M000240,C000041,2025-10-19 20:22:09,other,3,damaged,0,0,,rejected
RET0009687,TXN0073749,M000174,C000019,2025-10-25 20:49:33,damaged_item,9,unopened,1,1,3.0,full_refund
RET0009688,TXN0073768,M000269,C000016,2025-10-18 21:43:36,damaged_item,2,damaged,0,0,,rejected
RET0009689,TXN0073769,M000363,C000093,2025-10-21 21:44:43,wrong_item,5,opened,1,1,5.0,full_refund
RET0009690,TXN0073779,M000025,C000018,2025-10-26 23:35:34,other,10,damaged,0,0,,rejected
RET0009691,TXN0073794,M000014,C000017,2025-10-30 02:48:52,size_issue,13,missing_tags,0,0,,rejected
RET0009692,TXN0073798,M000319,C000018,2025-10-26 04:36:00,changed_mind,9,missing_tags,0,0,,rejected
RET0009693,TXN0073800,M000178,C000057,2025-10-23 05:01:14,changed_mind,6,opened,0,0,,rejected
RET0009694,TXN0073804,M000283,C000026,2025-10-23 05:35:49,damaged_item,6,unopened,1,1,2.0,full_refund
RET0009695,TXN0073808,M000330,C000022,2025-10-27 06:17:30,size_issue,10,missing_tags,0,0,,rejected
RET0009696,TXN0073810,M000174,C000024,2025-10-27 06:25:47,late_delivery,10,damaged,0,0,,rejected
RET0009697,TXN0073817,M000234,C000015,2025-10-19 06:56:25,changed_mind,2,missing_tags,0,0,,rejected
RET0009698,TXN0073824,M000025,C000020,2025-10-19 07:31:16,size_issue,2,opened,1,1,3.0,full_refund
RET0009699,TXN0073825,M000319,C000053,2025-10-21 07:31:37,size_issue,4,unopened,1,1,5.0,full_refund
RET0009700,TXN0073828,M000363,C000005,2025-10-19 07:43:31,quality_issue,2,missing_tags,0,0,,rejected
RET0009701,TXN0073829,M000244,C000025,2025-10-24 07:48:08,size_issue,7,missing_tags,0,0,,rejected
RET0009702,TXN0073855,M000007,C000078,2025-10-20 09:16:09,damaged_item,3,damaged,0,0,,rejected
RET0009703,TXN0073874,M000240,C000053,2025-10-19 10:32:44,wrong_item,2,missing_tags,0,0,,rejected
RET0009704,TXN0073899,M000061,C000066,2025-10-28 11:54:38,changed_mind,11,opened,1,1,3.0,full_refund
RET0009705,TXN0073901,M000398,C000004,2025-10-23 11:55:38,changed_mind,6,unopened,1,1,5.0,full_refund
RET0009706,TXN0073909,M000132,C000010,2025-10-23 12:19:46,changed_mind,6,missing_tags,0,0,,rejected
RET0009707,TXN0073919,M000251,C000008,2025-10-18 12:48:10,size_issue,1,damaged,0,0,,rejected
RET0009708,TXN0073924,M000142,C000008,2025-10-29 12:58:47,late_delivery,12,opened,0,0,,rejected
RET0009709,TXN0073928,M000287,C000099,2025-10-27 13:09:43,quality_issue,10,opened,1,1,1.0,full_refund
RET0009710,TXN0073936,M000244,C000016,2025-10-23 13:31:40,not_as_described,6,unopened,1,1,2.0,full_refund
RET0009711,TXN0073941,M000225,C000014,2025-10-24 13:46:32,other,7,damaged,0,0,,rejected
RET0009712,TXN0073946,M000050,C000055,2025-10-30 14:00:25,quality_issue,13,unopened,1,1,1.0,full_refund
RET0009713,TXN0073949,M000330,C000005,2025-10-23 14:11:30,size_issue,6,unopened,1,1,2.0,full_refund
RET0009714,TXN0073961,M000298,C000049,2025-10-22 15:08:44,size_issue,5,opened,1,1,5.0,full_refund
RET0009715,TXN0073971,M000247,C000019,2025-10-24 15:44:17,size_issue,7,missing_tags,0,0,,rejected
RET0009716,TXN0073977,M000136,C000010,2025-10-30 15:54:58,changed_mind,13,missing_tags,0,0,,rejected
RET0009717,TXN0073985,M000376,C000016,2025-10-24 16:29:42,late_delivery,7,unopened,1,1,4.0,full_refund
RET0009718,TXN0073988,M000330,C000057,2025-10-25 16:32:29,not_as_described,8,damaged,0,0,,rejected
RET0009719,TXN0073992,M000310,C000065,2025-10-19 16:49:17,late_delivery,2,unopened,1,1,5.0,full_refund
RET0009720,TXN0074001,M000237,C000037,2025-10-30 17:26:30,size_issue,13,opened,1,1,5.0,full_refund
RET0009721,TXN0074011,M000139,C000067,2025-10-26 18:04:11,not_as_described,9,unopened,1,1,2.0,full_refund
RET0009722,TXN0074021,M000252,C000066,2025-10-26 18:32:19,not_as_described,9,unopened,1,1,6.0,full_refund
RET0009723,TXN0074024,M000237,C000050,2025-10-23 18:44:45,not_as_described,6,unopened,1,1,1.0,full_refund
RET0009724,TXN0074032,M000014,C000019,2025-10-22 18:58:04,size_issue,5,missing_tags,0,0,,rejected
RET0009725,TXN0074053,M000294,C000027,2025-10-28 20:29:37,not_as_described,11,unopened,0,0,,rejected
RET0009726,TXN0074055,M000247,C000026,2025-10-21 20:39:23,other,4,unopened,1,1,1.0,full_refund
RET0009727,TXN0074058,M000025,C000043,2025-10-19 21:05:51,late_delivery,2,damaged,0,0,,rejected
RET0009728,TXN0074066,M000196,C000047,2025-10-24 21:35:10,changed_mind,7,missing_tags,0,0,,rejected
RET0009729,TXN0074071,M000047,C000036,2025-10-21 22:06:15,damaged_item,4,unopened,1,1,3.0,full_refund
RET0009730,TXN0074073,M000342,C000042,2025-10-24 22:11:47,changed_mind,7,unopened,1,1,3.0,full_refund
RET0009731,TXN0074074,M000143,C000072,2025-10-24 22:20:14,size_issue,7,damaged,0,0,,rejected
RET0009732,TXN0074078,M000196,C000007,2025-10-21 22:36:34,changed_mind,4,missing_tags,0,0,,rejected
RET0009733,TXN0074080,M000134,C000019,2025-10-22 23:00:11,not_as_described,5,unopened,1,1,6.0,full_refund
RET0009734,TXN0074085,M000185,C000028,2025-10-26 23:21:59,changed_mind,9,unopened,1,1,4.0,full_refund
RET0009735,TXN0074088,M000002,C000006,2025-10-21 23:42:50,other,4,damaged,0,0,,rejected
RET0009736,TXN0074097,M000058,C000013,2025-10-21 03:08:17,not_as_described,3,damaged,0,0,,rejected
RET0009737,TXN0074098,M000096,C000032,2025-10-25 03:10:21,other,7,missing_tags,0,0,,rejected
RET0009738,TXN0074110,M000062,C000004,2025-10-29 05:15:15,changed_mind,11,damaged,0,0,,rejected
RET0009739,TXN0074115,M000002,C000008,2025-10-23 05:52:24,size_issue,5,unopened,0,0,,rejected
RET0009740,TXN0074121,M000154,C000024,2025-10-30 06:19:07,damaged_item,12,damaged,0,0,,rejected
RET0009741,TXN0074124,M000037,C000014,2025-10-21 06:40:43,quality_issue,3,unopened,1,1,5.0,full_refund
RET0009742,TXN0074126,M000255,C000049,2025-10-31 06:57:00,wrong_item,13,unopened,1,1,1.0,full_refund
RET0009743,TXN0074128,M000343,C000033,2025-10-27 07:00:35,wrong_item,9,missing_tags,0,0,,rejected
RET0009744,TXN0074147,M000344,C000040,2025-10-28 08:08:03,not_as_described,10,opened,1,1,3.0,full_refund
RET0009745,TXN0074149,M000134,C000022,2025-10-24 08:13:14,size_issue,6,missing_tags,0,0,,rejected
RET0009746,TXN0074158,M000150,C000009,2025-10-23 08:40:40,other,5,missing_tags,0,0,,rejected
RET0009747,TXN0074185,M000310,C000037,2025-10-26 09:54:18,wrong_item,8,unopened,1,1,2.0,full_refund
RET0009748,TXN0074187,M000065,C000014,2025-10-23 09:59:17,size_issue,5,unopened,1,1,1.0,full_refund
RET0009749,TXN0074194,M000254,C000002,2025-10-31 10:22:29,changed_mind,13,unopened,1,1,2.0,full_refund
RET0009750,TXN0074198,M000001,C000012,2025-10-30 10:35:21,other,12,opened,1,1,5.0,full_refund
RET0009751,TXN0074205,M000154,C000065,2025-10-20 10:53:39,size_issue,2,opened,1,1,6.0,full_refund
RET0009752,TXN0074207,M000247,C000020,2025-10-25 10:57:14,wrong_item,7,opened,0,0,,rejected
RET0009753,TXN0074213,M000393,C000057,2025-10-31 11:07:08,late_delivery,13,unopened,1,1,2.0,full_refund
RET0009754,TXN0074224,M000393,C000055,2025-10-28 11:40:53,changed_mind,10,unopened,1,1,1.0,full_refund
RET0009755,TXN0074238,M000103,C000009,2025-10-23 12:25:26,size_issue,5,damaged,0,0,,rejected
RET0009756,TXN0074246,M000168,C000033,2025-10-28 12:45:27,size_issue,10,unopened,1,1,3.0,full_refund
RET0009757,TXN0074248,M000014,C000012,2025-10-31 12:51:56,wrong_item,13,opened,1,1,2.0,full_refund
RET0009758,TXN0074254,M000228,C000041,2025-10-21 13:05:05,not_as_described,3,damaged,0,0,,rejected
RET0009759,TXN0074269,M000014,C000016,2025-10-25 14:00:43,wrong_item,7,missing_tags,0,0,,rejected
RET0009760,TXN0074284,M000132,C000013,2025-10-31 14:45:44,damaged_item,13,unopened,1,1,6.0,full_refund
RET0009761,TXN0074288,M000185,C000006,2025-10-25 14:53:55,damaged_item,7,missing_tags,0,0,,rejected
RET0009762,TXN0074297,M000270,C000001,2025-10-20 15:07:30,changed_mind,2,missing_tags,0,0,,rejected
RET0009763,TXN0074299,M000086,C000047,2025-10-26 15:09:28,size_issue,8,missing_tags,0,0,,rejected
RET0009764,TXN0074307,M000014,C000036,2025-10-20 15:27:52,changed_mind,2,unopened,1,1,3.0,full_refund
RET0009765,TXN0074309,M000060,C000005,2025-10-19 15:32:59,changed_mind,1,missing_tags,0,0,,rejected
RET0009766,TXN0074319,M000185,C000028,2025-10-22 15:50:35,size_issue,4,opened,0,0,,rejected
RET0009767,TXN0074321,M000310,C000029,2025-10-22 15:51:45,quality_issue,4,unopened,1,1,6.0,full_refund
RET0009768,TXN0074324,M000217,C000006,2025-10-22 15:54:26,size_issue,4,unopened,1,1,5.0,full_refund
RET0009769,TXN0074332,M000298,C000023,2025-10-25 16:05:12,size_issue,7,unopened,1,1,1.0,full_refund
RET0009770,TXN0074334,M000176,C000020,2025-10-20 16:11:47,damaged_item,2,damaged,0,0,,rejected
RET0009771,TXN0074339,M000283,C000039,2025-10-19 16:35:47,quality_issue,1,missing_tags,0,0,,rejected
RET0009772,TXN0074344,M000037,C000007,2025-10-29 16:58:43,size_issue,11,missing_tags,0,0,,rejected
RET0009773,TXN0074351,M000270,C000011,2025-10-19 17:18:42,size_issue,1,damaged,0,0,,rejected
RET0009774,TXN0074367,M000244,C000107,2025-10-20 17:49:57,other,2,damaged,0,0,,rejected
RET0009775,TXN0074368,M000181,C000025,2025-10-25 17:52:00,size_issue,7,damaged,0,0,,rejected
RET0009776,TXN0074369,M000136,C000010,2025-10-30 17:55:11,damaged_item,12,missing_tags,0,0,,rejected
RET0009777,TXN0074376,M000106,C000019,2025-10-20 18:05:47,size_issue,2,missing_tags,0,0,,rejected
RET0009778,TXN0074380,M000154,C000085,2025-10-28 18:12:29,wrong_item,10,missing_tags,0,0,,rejected
RET0009779,TXN0074384,M000181,C000028,2025-10-26 18:15:56,size_issue,8,missing_tags,0,0,,rejected
RET0009780,TXN0074389,M000287,C000108,2025-10-29 18:26:19,damaged_item,11,unopened,1,1,5.0,full_refund
RET0009781,TXN0074397,M000228,C000060,2025-10-22 18:45:20,size_issue,4,unopened,1,1,3.0,full_refund
RET0009782,TXN0074398,M000161,C000035,2025-10-21 18:46:07,quality_issue,3,unopened,1,1,2.0,full_refund
RET0009783,TXN0074400,M000392,C000054,2025-10-22 18:46:23,quality_issue,4,missing_tags,0,0,,rejected
RET0009784,TXN0074420,M000134,C000004,2025-10-25 19:33:51,changed_mind,7,opened,1,1,3.0,full_refund
RET0009785,TXN0074426,M000112,C000084,2025-10-27 19:37:21,size_issue,9,unopened,1,1,3.0,full_refund
RET0009786,TXN0074432,M000190,C000023,2025-10-26 19:47:10,size_issue,8,unopened,0,0,,rejected
RET0009787,TXN0074440,M000062,C000037,2025-10-26 20:05:37,other,8,damaged,0,0,,rejected
RET0009788,TXN0074464,M000002,C000100,2025-10-31 20:57:42,other,13,unopened,1,1,1.0,full_refund
RET0009789,TXN0074476,M000310,C000043,2025-10-31 21:46:45,size_issue,13,damaged,0,0,,rejected
RET0009790,TXN0074490,M000185,C000003,2025-10-25 22:51:26,changed_mind,7,damaged,0,0,,rejected
RET0009791,TXN0074499,M000150,C000004,2025-10-20 23:11:03,size_issue,2,opened,1,1,4.0,full_refund
RET0009792,TXN0074523,M000298,C000064,2025-10-25 01:33:06,size_issue,6,damaged,0,0,,rejected
RET0009793,TXN0074529,M000329,C000051,2025-10-29 02:27:43,quality_issue,10,damaged,0,0,,rejected
RET0009794,TXN0074535,M000269,C000038,2025-10-27 03:47:40,quality_issue,8,missing_tags,0,0,,rejected
RET0009795,TXN0074555,M000112,C000026,2025-10-24 07:17:28,not_as_described,5,missing_tags,0,0,,rejected
RET0009796,TXN0074578,M000217,C000002,2025-10-20 08:49:24,size_issue,1,unopened,1,1,5.0,full_refund
RET0009797,TXN0074580,M000139,C000049,2025-10-31 08:51:27,quality_issue,12,missing_tags,0,0,,rejected
RET0009798,TXN0074583,M000015,C000043,2025-10-27 09:01:31,quality_issue,8,unopened,1,1,5.0,full_refund
RET0009799,TXN0074584,M000168,C000065,2025-10-29 09:04:58,size_issue,10,missing_tags,0,0,,rejected
RET0009800,TXN0074593,M000190,C000032,2025-11-01 09:36:52,other,13,damaged,0,0,,rejected
RET0009801,TXN0074603,M000142,C000021,2025-10-21 09:54:51,size_issue,2,missing_tags,0,0,,rejected
RET0009802,TXN0074615,M000283,C000085,2025-10-21 10:17:52,changed_mind,2,missing_tags,0,0,,rejected
RET0009803,TXN0074616,M000001,C000001,2025-10-26 10:22:15,size_issue,7,unopened,1,1,4.0,full_refund
RET0009804,TXN0074642,M000167,C000007,2025-10-20 11:13:06,size_issue,1,damaged,0,0,,rejected
RET0009805,TXN0074644,M000143,C000023,2025-10-25 11:15:57,wrong_item,6,missing_tags,0,0,,rejected
RET0009806,TXN0074654,M000126,C000035,2025-10-24 11:27:42,other,5,missing_tags,0,0,,rejected
RET0009807,TXN0074660,M000131,C000089,2025-10-20 11:38:57,size_issue,1,missing_tags,0,0,,rejected
RET0009808,TXN0074676,M000310,C000061,2025-10-28 12:33:08,other,9,unopened,1,1,3.0,full_refund
RET0009809,TXN0074678,M000225,C000016,2025-10-27 12:40:04,changed_mind,8,damaged,0,0,,rejected
RET0009810,TXN0074679,M000369,C000074,2025-10-28 12:41:32,quality_issue,9,missing_tags,0,0,,rejected
RET0009811,TXN0074680,M000142,C000006,2025-10-24 12:41:46,size_issue,5,damaged,0,0,,rejected
RET0009812,TXN0074682,M000310,C000013,2025-10-26 12:47:56,size_issue,7,opened,1,1,1.0,full_refund
RET0009813,TXN0074683,M000286,C000002,2025-10-21 12:48:31,size_issue,2,missing_tags,0,0,,rejected
RET0009814,TXN0074705,M000196,C000002,2025-10-24 14:03:00,not_as_described,5,damaged,0,0,,rejected
RET0009815,TXN0074706,M000342,C000057,2025-10-20 14:05:19,wrong_item,1,unopened,1,1,6.0,full_refund
RET0009816,TXN0074718,M000329,C000052,2025-10-26 14:37:56,wrong_item,7,opened,1,1,1.0,full_refund
RET0009817,TXN0074732,M000310,C000078,2025-10-26 15:17:03,damaged_item,7,opened,1,1,5.0,full_refund
RET0009818,TXN0074748,M000398,C000059,2025-10-24 15:58:14,quality_issue,5,unopened,1,1,3.0,full_refund
RET0009819,TXN0074749,M000330,C000005,2025-10-26 16:00:45,damaged_item,7,missing_tags,0,0,,rejected
RET0009820,TXN0074753,M000287,C000066,2025-10-20 16:09:44,quality_issue,1,opened,1,1,3.0,full_refund
RET0009821,TXN0074757,M000014,C000015,2025-11-01 16:26:40,size_issue,13,unopened,1,1,1.0,full_refund
RET0009822,TXN0074760,M000237,C000027,2025-10-26 16:33:50,size_issue,7,damaged,0,0,,rejected
RET0009823,TXN0074766,M000237,C000019,2025-10-21 16:49:25,late_delivery,2,unopened,0,0,,rejected
RET0009824,TXN0074767,M000112,C000077,2025-10-27 16:55:49,size_issue,8,missing_tags,0,0,,rejected
RET0009825,TXN0074771,M000062,C000003,2025-10-31 17:00:26,damaged_item,12,opened,1,1,1.0,full_refund
RET0009826,TXN0074772,M000007,C000127,2025-10-22 17:00:36,damaged_item,3,opened,1,1,6.0,full_refund
RET0009827,TXN0074791,M000330,C000043,2025-10-31 17:38:01,quality_issue,12,unopened,1,1,1.0,full_refund
RET0009828,TXN0074794,M000152,C000008,2025-11-01 17:44:06,size_issue,13,missing_tags,0,0,,rejected
RET0009829,TXN0074798,M000349,C000011,2025-10-25 18:05:11,changed_mind,6,opened,1,1,2.0,full_refund
RET0009830,TXN0074814,M000156,C000003,2025-10-30 18:32:07,wrong_item,11,damaged,0,0,,rejected
RET0009831,TXN0074818,M000134,C000026,2025-10-23 18:36:09,size_issue,4,opened,1,1,4.0,full_refund
