dispute_id,transaction_id,merchant_id,customer_id,network,reason_code,reason_description,dispute_created_at,dispute_amount,contest_fee,operational_review_cost,respond_by,days_to_deadline,merchant_action,dispute_outcome,resolution_date
DSP001562,TXN0363024,M000284,CUS0130963,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-09-07,3849,453,272,2025-09-14,7,contested,won,2025-10-19
DSP001563,TXN0368753,M000284,CUS0131615,Mastercard,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-04-01,1299,0,0,2025-04-11,10,accepted,accepted_refunded,
DSP001564,TXN0369250,M000284,CUS0129732,Visa,DUPLICATE_TRANSACTION,Duplicate Transaction,2025-04-25,4695,0,0,2025-05-12,17,accepted,accepted_refunded,
DSP001565,TXN0368820,M000284,,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-04-02,899,736,239,2025-04-14,12,contested,lost,2025-04-29
DSP001566,TXN0364099,M000284,CUS0129782,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-11-16,23499,0,0,2025-12-03,17,accepted,accepted_refunded,
DSP001567,TXN0367120,M000284,CUS0129841,Mastercard,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-02-22,1099,412,212,2025-03-06,12,contested,lost,2025-04-03
DSP001568,TXN0366932,M000284,CUS0129808,Mastercard,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-12-11,2499,723,187,2025-12-25,14,contested,lost,2025-12-28
DSP001569,TXN0366197,M000284,CUS0129779,Visa,DUPLICATE_TRANSACTION,Duplicate Transaction,2025-04-04,2399,436,266,2025-04-14,10,contested,won,2025-05-02
DSP001570,TXN0375158,M000285,CUS0135181,Visa,DUPLICATE_TRANSACTION,Duplicate Transaction,2025-07-24,5599,0,0,2025-08-08,15,accepted,accepted_refunded,
DSP001571,TXN0377565,M000285,CUS0134836,Mastercard,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-05-06,499,0,0,2025-05-24,18,accepted,accepted_refunded,
DSP001572,TXN0377080,M000285,CUS0133236,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-08-23,2149,0,0,2025-09-12,20,accepted,accepted_refunded,
DSP001573,TXN0376944,M000285,CUS0133661,RuPay,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-04-01,849,0,0,2025-04-09,8,accepted,accepted_refunded,
DSP001574,TXN0372975,M000285,CUS0133328,RuPay,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-04-08,1045,563,213,2025-04-18,10,contested,lost,2025-05-03
DSP001575,TXN0372994,M000285,,RuPay,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2026-02-22,2645,0,0,2026-03-09,15,accepted,accepted_refunded,
DSP001576,TXN0378024,M000285,CUS0135338,Mastercard,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-03-29,1045,0,0,2025-04-06,8,accepted,accepted_refunded,
DSP001577,TXN0376977,M000285,CUS0135101,Mastercard,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-12-10,1499,0,0,2025-12-21,11,accepted,accepted_refunded,
DSP001578,TXN0375724,M000285,,Mastercard,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-10-31,545,501,300,2025-11-18,18,contested,lost,2025-11-26
DSP001579,TXN0372101,M000285,,Visa,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-08-19,649,0,0,2025-09-07,19,accepted,accepted_refunded,
DSP001580,TXN0376633,M000285,,Mastercard,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-05-15,849,581,230,2025-06-04,20,contested,won,2025-06-19
DSP001581,TXN0371308,M000285,CUS0135224,RuPay,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-04-21,10899,578,163,2025-04-28,7,contested,lost,2025-05-05
DSP001582,TXN0377780,M000285,CUS0134133,Mastercard,DUPLICATE_TRANSACTION,Duplicate Transaction,2025-12-25,1449,567,236,2026-01-06,12,contested,won,2026-01-17
DSP001583,TXN0375447,M000285,,Visa,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-11-01,1099,0,0,2025-11-16,15,accepted,accepted_refunded,
DSP001584,TXN0379076,M000285,CUS0132557,Mastercard,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-10-30,235,0,0,2025-11-19,20,accepted,accepted_refunded,
DSP001585,TXN0377520,M000285,,Mastercard,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-11-22,3045,575,245,2025-12-06,14,contested,won,2025-12-07
DSP001586,TXN0375414,M000285,,Mastercard,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-09-05,2099,513,202,2025-09-22,17,contested,lost,2025-10-09
DSP001587,TXN0371220,M000285,,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-09-30,795,686,240,2025-10-20,20,contested,lost,2025-10-25
DSP001588,TXN0373889,M000285,CUS0135283,Mastercard,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-09-02,799,484,158,2025-09-16,14,contested,won,2025-09-29
DSP001589,TXN0378073,M000285,CUS0133087,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-12-09,179,610,276,2025-12-20,11,contested,lost,2025-12-25
DSP001590,TXN0371304,M000285,,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-09-01,1849,694,287,2025-09-22,21,contested,won,2025-09-20
DSP001591,TXN0371747,M000285,CUS0134197,RuPay,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-03-24,799,0,0,2025-03-31,7,accepted,accepted_refunded,
DSP001592,TXN0377575,M000285,CUS0133528,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-06-03,599,0,0,2025-06-19,16,accepted,accepted_refunded,
DSP001593,TXN0375098,M000285,CUS0134335,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-10-30,149,425,264,2025-11-09,10,contested,won,2025-12-07
DSP001594,TXN0375949,M000285,,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2026-03-05,645,676,272,2026-03-22,17,contested,lost,2026-03-23
DSP001595,TXN0376065,M000285,CUS0132561,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-11-09,2999,481,242,2025-11-28,19,contested,won,2025-12-17
DSP001596,TXN0377957,M000285,CUS0134899,Visa,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-07-18,9299,537,206,2025-08-08,21,contested,won,2025-08-01
DSP001597,TXN0375701,M000285,CUS0134826,Mastercard,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-12-07,4049,568,178,2025-12-21,14,contested,lost,2026-01-19
DSP001598,TXN0383401,M000286,CUS0135471,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-08-25,4849,674,252,2025-09-06,12,contested,won,2025-09-20
DSP001599,TXN0380400,M000286,,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-08-25,7599,540,165,2025-09-13,19,contested,won,2025-10-09
DSP001600,TXN0381011,M000286,,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-12-15,17299,0,0,2025-12-26,11,accepted,accepted_refunded,
DSP001601,TXN0386052,M000286,CUS0135429,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-01-24,10199,403,162,2025-02-12,19,contested,won,2025-02-19
DSP001602,TXN0386989,M000286,CUS0136991,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-04-28,10699,0,0,2025-05-19,21,accepted,accepted_refunded,
DSP001603,TXN0385231,M000286,CUS0137218,Visa,DUPLICATE_TRANSACTION,Duplicate Transaction,2026-02-09,9099,0,0,2026-02-16,7,accepted,accepted_refunded,
DSP001604,TXN0385683,M000286,CUS0136655,Mastercard,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-12-22,11895,653,224,2026-01-12,21,contested,lost,2026-01-18
DSP001605,TXN0379949,M000286,CUS0136351,RuPay,SERVICE_NOT_RENDERED,Service Not Rendered,2025-07-25,5699,0,0,2025-08-02,8,accepted,accepted_refunded,
DSP001606,TXN0384497,M000286,,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2026-01-05,14599,402,154,2026-01-26,21,contested,won,2026-02-19
DSP001607,TXN0383596,M000286,CUS0135915,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2026-01-07,4199,654,221,2026-01-22,15,contested,lost,2026-02-09
DSP001608,TXN0386057,M000286,,Mastercard,SERVICE_NOT_RENDERED,Service Not Rendered,2025-06-05,5699,496,182,2025-06-13,8,contested,won,2025-07-01
DSP001609,TXN0379829,M000286,,RuPay,SERVICE_NOT_RENDERED,Service Not Rendered,2025-06-06,5199,0,0,2025-06-20,14,accepted,accepted_refunded,
DSP001610,TXN0385059,M000286,CUS0136849,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-07-02,20499,0,0,2025-07-14,12,accepted,accepted_refunded,
DSP001611,TXN0379569,M000286,CUS0137969,RuPay,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-04-17,27499,681,173,2025-05-06,19,contested,won,2025-05-10
DSP001612,TXN0385765,M000286,,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-01-31,18395,0,0,2025-02-13,13,accepted,accepted_refunded,
DSP001613,TXN0380302,M000286,,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-08-20,8799,0,0,2025-09-03,14,accepted,accepted_refunded,
DSP001614,TXN0383521,M000286,,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-06-21,12495,558,283,2025-07-03,12,contested,lost,2025-07-28
DSP001615,TXN0384281,M000286,CUS0136346,RuPay,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-11-20,13499,507,247,2025-12-02,12,contested,lost,2025-12-29
DSP001616,TXN0385750,M000286,CUS0138044,Mastercard,DUPLICATE_TRANSACTION,Duplicate Transaction,2026-01-27,5099,736,154,2026-02-13,17,contested,lost,2026-02-11
DSP001617,TXN0379982,M000286,CUS0137096,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-02-05,5995,592,232,2025-02-12,7,contested,won,2025-03-17
DSP001618,TXN0380058,M000286,CUS0136784,Mastercard,SERVICE_NOT_RENDERED,Service Not Rendered,2025-07-21,7799,721,178,2025-08-10,20,contested,lost,2025-08-30
DSP001619,TXN0385023,M000286,CUS0138025,RuPay,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-08-07,12499,0,0,2025-08-27,20,accepted,accepted_refunded,
DSP001620,TXN0381058,M000286,,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-09-21,43499,0,0,2025-09-30,9,accepted,accepted_refunded,
DSP001621,TXN0381795,M000286,CUS0137039,Mastercard,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-05-16,1599,0,0,2025-06-05,20,accepted,accepted_refunded,
DSP001622,TXN0393987,M000287,CUS0138384,RuPay,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-10-22,2649,703,173,2025-11-03,12,contested,lost,2025-11-30
DSP001623,TXN0387256,M000287,CUS0139450,Visa,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-03-03,2049,660,262,2025-03-21,18,contested,won,2025-04-04
DSP001624,TXN0391315,M000287,,RuPay,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-06-30,2549,404,169,2025-07-18,18,contested,won,2025-08-03
DSP001625,TXN0387724,M000287,,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2026-02-17,1149,574,233,2026-03-02,13,contested,lost,2026-03-06
DSP001626,TXN0390372,M000287,,Visa,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-11-25,699,0,0,2025-12-11,16,accepted,accepted_refunded,
DSP001627,TXN0393771,M000287,,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-12-31,3145,703,282,2026-01-20,20,contested,lost,2026-02-08
DSP001628,TXN0389470,M000287,,Visa,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-11-26,945,0,0,2025-12-12,16,accepted,accepted_refunded,
DSP001629,TXN0390091,M000287,,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-04-29,949,570,183,2025-05-13,14,contested,lost,2025-05-13
DSP001630,TXN0393730,M000287,CUS0139497,RuPay,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-11-16,1499,699,154,2025-12-03,17,contested,won,2025-12-21
DSP001631,TXN0394576,M000287,CUS0141122,Mastercard,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-04-18,599,650,190,2025-04-30,12,contested,lost,2025-05-25
DSP001632,TXN0388118,M000287,CUS0138276,Visa,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-04-14,419,592,172,2025-05-05,21,contested,won,2025-05-06
DSP001633,TXN0387355,M000287,CUS0139699,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-08-10,2695,0,0,2025-08-24,14,accepted,accepted_refunded,
DSP001634,TXN0391930,M000287,,RuPay,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-04-14,1699,675,296,2025-04-25,11,contested,lost,2025-05-13
DSP001635,TXN0394599,M000287,CUS0140799,Visa,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-07-08,1345,0,0,2025-07-28,20,accepted,accepted_refunded,
DSP001636,TXN0387919,M000287,CUS0139703,RuPay,DUPLICATE_TRANSACTION,Duplicate Transaction,2025-03-31,1049,453,239,2025-04-09,9,contested,lost,2025-05-12
DSP001637,TXN0389442,M000287,,Mastercard,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-09-24,649,496,197,2025-10-03,9,contested,lost,2025-11-03
DSP001638,TXN0392209,M000287,CUS0139522,RuPay,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2026-01-23,1099,0,0,2026-02-04,12,accepted,accepted_refunded,
DSP001639,TXN0390832,M000287,CUS0138564,Mastercard,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2026-01-18,2599,0,0,2026-02-05,18,accepted,accepted_refunded,
DSP001640,TXN0390661,M000287,,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-09-23,7099,0,0,2025-10-10,17,accepted,accepted_refunded,
DSP001641,TXN0393099,M000287,CUS0138769,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-09-19,1199,0,0,2025-09-28,9,accepted,accepted_refunded,
DSP001642,TXN0392312,M000287,CUS0139240,Mastercard,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-05-23,1245,725,164,2025-06-06,14,contested,lost,2025-06-30
DSP001643,TXN0393607,M000287,,RuPay,DUPLICATE_TRANSACTION,Duplicate Transaction,2025-09-25,1299,605,189,2025-10-11,16,contested,lost,2025-10-18
DSP001644,TXN0387296,M000287,CUS0140678,RuPay,DUPLICATE_TRANSACTION,Duplicate Transaction,2026-01-29,5799,514,254,2026-02-12,14,contested,won,2026-02-16
DSP001645,TXN0394626,M000287,,RuPay,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2026-01-27,1649,631,175,2026-02-07,11,contested,lost,2026-02-18
DSP001646,TXN0390972,M000287,,Mastercard,DUPLICATE_TRANSACTION,Duplicate Transaction,2025-04-10,949,655,192,2025-04-23,13,contested,won,2025-05-24
DSP001647,TXN0387237,M000287,CUS0140231,Visa,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-04-26,1495,710,151,2025-05-04,8,contested,lost,2025-05-16
DSP001648,TXN0395117,M000287,CUS0138850,Mastercard,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-07-15,2799,546,203,2025-08-01,17,contested,won,2025-08-07
DSP001649,TXN0394754,M000287,,RuPay,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-12-15,1599,628,150,2026-01-01,17,contested,won,2026-01-20
DSP001650,TXN0387992,M000287,CUS0140156,Visa,DUPLICATE_TRANSACTION,Duplicate Transaction,2025-08-25,449,0,0,2025-09-13,19,accepted,accepted_refunded,
DSP001651,TXN0389300,M000287,CUS0139507,RuPay,DUPLICATE_TRANSACTION,Duplicate Transaction,2025-12-26,299,0,0,2026-01-11,16,accepted,accepted_refunded,
DSP001652,TXN0387710,M000287,CUS0138818,Visa,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-11-07,1799,597,299,2025-11-18,11,contested,won,2025-12-22
DSP001653,TXN0401150,M000288,CUS0142527,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2026-01-11,895,572,162,2026-01-21,10,contested,lost,2026-02-08
DSP001654,TXN0399005,M000288,CUS0141880,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-01-22,1199,418,193,2025-01-29,7,contested,lost,2025-03-02
DSP001655,TXN0401568,M000288,CUS0142057,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-10-31,4199,664,175,2025-11-19,19,contested,won,2025-11-21
DSP001656,TXN0398719,M000288,CUS0143583,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-05-04,1045,704,261,2025-05-23,19,contested,lost,2025-05-19
DSP001657,TXN0395574,M000288,CUS0143753,Visa,DUPLICATE_TRANSACTION,Duplicate Transaction,2026-02-13,2749,579,264,2026-02-27,14,contested,won,2026-03-05
DSP001658,TXN0401783,M000288,,Mastercard,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-07-23,1849,628,247,2025-08-07,15,contested,lost,2025-09-01
DSP001659,TXN0399576,M000288,CUS0142793,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-06-09,1045,506,269,2025-06-21,12,contested,lost,2025-07-23
DSP001660,TXN0403101,M000288,,Visa,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-02-25,1099,731,221,2025-03-06,9,contested,lost,2025-03-28
DSP001661,TXN0401934,M000288,CUS0141700,Mastercard,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-03-27,4149,600,217,2025-04-09,13,contested,won,2025-04-12
DSP001662,TXN0397250,M000288,,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2026-01-19,419,476,268,2026-02-09,21,contested,lost,2026-02-27
DSP001663,TXN0397552,M000288,CUS0141392,Visa,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-09-13,459,446,205,2025-10-04,21,contested,won,2025-10-02
DSP001664,TXN0402270,M000288,CUS0142928,Mastercard,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-04-28,1249,0,0,2025-05-06,8,accepted,accepted_refunded,
DSP001665,TXN0399155,M000288,CUS0143372,Visa,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-12-29,999,679,205,2026-01-19,21,contested,won,2026-01-16
DSP001666,TXN0396936,M000288,CUS0141977,Visa,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-12-06,3149,413,197,2025-12-14,8,contested,won,2025-12-28
DSP001667,TXN0395215,M000288,CUS0141944,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-11-22,419,0,0,2025-12-08,16,accepted,accepted_refunded,
DSP001668,TXN0401936,M000288,CUS0143151,RuPay,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-09-01,945,633,242,2025-09-18,17,contested,lost,2025-10-13
DSP001669,TXN0396960,M000288,CUS0142835,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-01-20,4299,691,295,2025-01-28,8,contested,lost,2025-03-01
DSP001670,TXN0402280,M000288,CUS0143085,Mastercard,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-08-21,3399,529,251,2025-09-06,16,contested,lost,2025-10-01
DSP001671,TXN0401611,M000288,CUS0141257,Mastercard,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-08-24,3149,410,214,2025-09-12,19,contested,lost,2025-09-24
DSP001672,TXN0395658,M000288,CUS0141581,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-06-28,849,0,0,2025-07-09,11,accepted,accepted_refunded,
DSP001673,TXN0399233,M000288,CUS0142816,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-02-24,1995,707,214,2025-03-10,14,contested,lost,2025-04-04
DSP001674,TXN0397311,M000288,,RuPay,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-06-06,849,647,229,2025-06-14,8,contested,won,2025-07-10
DSP001675,TXN0401514,M000288,CUS0143657,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-06-12,489,622,249,2025-06-20,8,contested,lost,2025-06-28
DSP001676,TXN0402295,M000288,,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-06-30,695,739,290,2025-07-15,15,contested,lost,2025-07-17
DSP001677,TXN0402414,M000288,,RuPay,DUPLICATE_TRANSACTION,Duplicate Transaction,2025-05-11,1295,0,0,2025-05-29,18,accepted,accepted_refunded,
DSP001678,TXN0398847,M000288,CUS0141933,RuPay,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-07-20,1499,553,231,2025-08-05,16,contested,won,2025-09-02
DSP001679,TXN0398760,M000288,,Mastercard,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-06-15,1399,602,253,2025-06-22,7,contested,lost,2025-07-26
DSP001680,TXN0401679,M000288,,Visa,DUPLICATE_TRANSACTION,Duplicate Transaction,2025-06-17,795,0,0,2025-07-03,16,accepted,accepted_refunded,
DSP001681,TXN0402514,M000288,,RuPay,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-03-29,1849,0,0,2025-04-08,10,accepted,accepted_refunded,
DSP001682,TXN0399624,M000288,CUS0143641,Visa,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-12-30,3695,0,0,2026-01-08,9,accepted,accepted_refunded,
DSP001683,TXN0402665,M000288,,RuPay,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-02-13,1449,496,250,2025-02-25,12,contested,lost,2025-03-21
DSP001684,TXN0400323,M000288,CUS0142057,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-07-21,749,504,226,2025-07-30,9,contested,won,2025-08-20
DSP001685,TXN0402782,M000288,,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-06-11,1949,0,0,2025-07-01,20,accepted,accepted_refunded,
DSP001686,TXN0403436,M000289,CUS0145355,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-05-12,7099,664,221,2025-06-01,20,contested,lost,2025-06-07
DSP001687,TXN0404905,M000289,,Visa,DUPLICATE_TRANSACTION,Duplicate Transaction,2025-06-15,4549,702,181,2025-06-27,12,contested,lost,2025-07-30
DSP001688,TXN0409836,M000289,CUS0144462,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-06-29,12299,0,0,2025-07-12,13,accepted,accepted_refunded,
DSP001689,TXN0403968,M000289,,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-08-08,6599,607,206,2025-08-27,19,contested,won,2025-08-30
DSP001690,TXN0411106,M000289,CUS0146861,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-04-18,3099,470,193,2025-05-01,13,contested,won,2025-05-19
DSP001691,TXN0408085,M000289,CUS0145810,Mastercard,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-10-31,6699,618,292,2025-11-20,20,contested,lost,2025-12-14
DSP001692,TXN0410551,M000289,CUS0146370,Mastercard,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-08-12,6199,0,0,2025-08-31,19,accepted,accepted_refunded,
DSP001693,TXN0406564,M000289,,Mastercard,SERVICE_NOT_RENDERED,Service Not Rendered,2025-11-17,4049,636,229,2025-11-24,7,contested,lost,2025-12-14
DSP001694,TXN0408711,M000289,CUS0146437,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-03-27,11899,733,292,2025-04-05,9,contested,won,2025-05-01
DSP001695,TXN0408028,M000289,CUS0145135,Mastercard,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2026-03-04,17399,0,0,2026-03-18,14,accepted,accepted_refunded,
DSP001696,TXN0404294,M000289,CUS0144243,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-10-02,27999,515,167,2025-10-22,20,contested,won,2025-10-29
DSP001697,TXN0407461,M000289,CUS0146713,Mastercard,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-08-30,5099,626,179,2025-09-08,9,contested,lost,2025-09-15
DSP001698,TXN0408529,M000289,,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-07-18,7299,425,247,2025-08-04,17,contested,won,2025-08-14
DSP001699,TXN0409032,M000289,CUS0145162,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-03-03,32999,598,198,2025-03-13,10,contested,lost,2025-03-29
DSP001700,TXN0403704,M000289,CUS0145953,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-09-01,19199,0,0,2025-09-12,11,accepted,accepted_refunded,
DSP001701,TXN0408786,M000289,,Mastercard,SERVICE_NOT_RENDERED,Service Not Rendered,2025-12-13,15999,0,0,2025-12-20,7,accepted,accepted_refunded,
DSP001702,TXN0413623,M000290,CUS0147972,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-06-22,2949,750,182,2025-06-29,7,contested,lost,2025-07-20
DSP001703,TXN0413015,M000290,CUS0147086,Visa,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-08-19,3199,505,273,2025-08-30,11,contested,won,2025-09-04
DSP001704,TXN0418453,M000290,CUS0149085,Mastercard,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-03-21,899,0,0,2025-04-10,20,accepted,accepted_refunded,
DSP001705,TXN0413428,M000290,CUS0147299,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-04-26,1449,610,247,2025-05-13,17,contested,won,2025-06-08
DSP001706,TXN0412535,M000290,,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-10-24,6699,692,170,2025-11-14,21,contested,won,2025-11-22
DSP001707,TXN0415620,M000290,CUS0147708,Mastercard,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-07-12,7695,0,0,2025-07-23,11,accepted,accepted_refunded,
DSP001708,TXN0413138,M000290,,RuPay,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-07-16,219,420,164,2025-08-02,17,contested,won,2025-08-24
DSP001709,TXN0412013,M000290,CUS0149526,RuPay,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-12-26,1899,402,259,2026-01-07,12,contested,won,2026-02-07
DSP001710,TXN0419120,M000290,,Mastercard,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-05-10,2099,0,0,2025-05-30,20,accepted,accepted_refunded,
DSP001711,TXN0413192,M000290,CUS0148765,Mastercard,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2026-01-09,389,0,0,2026-01-22,13,accepted,accepted_refunded,
